id,root
299,13
300,3
301,5
302,27
303,15
304,15
305,13
306,8
307,33
308,14
309,5
310,19
311,22
312,25
313,36
314,19
315,39
316,10
317,4
318,4
319,4
320,22
321,10
322,6
323,11
324,13
325,8
326,25
327,7
328,14
329,10
330,15
331,2
332,2
333,7
334,15
335,29
336,4
337,18
338,4
339,16
340,20
341,14
342,10
343,22
344,30
345,16
346,9
347,20
348,8
349,15
350,16
351,5
352,35
353,8
354,9
355,16
356,38
357,1
358,14
359,13
360,18
361,20
362,13
363,5
364,10
365,7
366,10
367,4
368,12
369,15
370,35
371,24
372,1
373,15
374,13
375,25
376,4
377,9
378,4
379,2
380,26
381,7
382,26
383,9
384,3
385,9
386,14
387,10
388,14
389,35
390,11
391,2
392,14
393,17
394,21
395,11
396,10
397,2
398,47
399,10
400,24
401,15
402,10
403,14
404,13
405,11
406,7
407,16
408,9
409,5
410,20
411,18
412,6
413,9
414,3
415,6
416,16
417,45
418,15
419,1
420,19
421,22
422,7
423,10
424,30
425,2
426,2
427,4
428,11
429,22
430,20
431,23
432,14
433,27
434,18
435,13
436,12
437,10
438,19
439,20
440,4
441,3
442,4
443,6
444,5
445,8
446,16
447,7
448,11
449,7
450,6
451,9
452,36
453,12
454,1
455,24
456,10
457,11
458,10
459,10
460,8
461,9
462,6
463,16
464,3
465,20
466,8
467,1
468,36
469,19
470,14
471,29
472,18
473,18
474,10
475,18
476,10
477,14
478,28
479,10
480,5
481,26
482,5
483,7
484,4
485,11
486,16
487,8
488,10
489,22
490,34
491,2
492,10
493,35
494,16
495,14
496,14
497,15
498,6
499,4
500,5
501,15
502,1
503,8
504,3
505,2
506,13
507,6
508,5
509,5
510,11
511,3
512,7
513,11
514,6
515,13
516,4
517,3
518,4
519,11
520,3
521,5
522,6
523,18
524,7
525,7
526,4
527,1
528,5
529,11
530,8
531,1
532,6
533,5
534,10
535,8
536,9
537,4
538,14
539,4
540,9
541,3
542,8
543,11
544,6
545,17
546,2
547,4
548,2
549,14
550,5
551,17
552,20
553,6
554,9
555,3
556,5
557,9
558,5
559,14
560,2
561,4
562,10
563,12
564,7
565,13
566,6
567,7
568,3
569,1
570,4
571,14
572,9
573,7
574,14
575,19
576,14
577,4
578,2
579,4
580,2
581,13
582,5
583,11
584,17
585,10
586,9
587,6
588,15
589,10
590,14
591,7
592,7
593,5
594,2
595,3
596,11
597,3
598,2
599,10
600,7
601,4
602,16
603,3
604,11
605,11
606,5
607,11
608,4
609,4
610,5
611,9
612,13
613,3
614,10
615,6
616,7
617,7
618,2
619,9
620,10
621,1
622,9
623,4
624,12
625,5
626,6
627,3
628,10
629,8
630,6
631,8
632,7
633,4
634,1
635,7
636,4
637,10
638,3
639,5
640,4
641,7
642,3
643,5
644,5
645,1
646,3
647,12
648,5
649,8
650,4
651,4
652,7
653,7
654,1
655,8
656,11
657,3
658,4
659,7
660,4
661,6
662,7
663,12
664,7
665,1
666,9
667,6
668,4
669,9
670,5
671,7
672,11
673,8
674,12
675,7
676,2
677,12
678,5
679,7
680,2
681,4
682,9
683,2
684,6
685,8
686,8
687,2
688,14
689,13
690,11
691,6
692,11
693,3
694,3
695,12
696,1
697,1
698,2
699,10
700,15
701,2
702,7
703,3
704,2
705,9
706,11
707,6
708,8
709,24
710,8
711,9
712,2
713,3
714,10
715,4
716,10
717,3
718,3
719,6
720,11
721,6
722,9
723,12
724,9
725,4
726,6
727,6
728,8
729,4
730,5
731,4
732,3
733,6
734,4
735,1
736,8
737,10
738,3
739,14
740,6
741,11
742,3
743,11
744,6
745,14
746,11
747,1
748,3
749,1
750,1
751,2
752,3
753,6
754,15
755,26
756,1
757,7
758,9
759,12
760,9
761,10
762,6
763,3
764,8
765,13
766,2
767,7
768,13
769,10
770,23
771,7
772,16
773,1
774,4
775,11
776,3
777,1
778,11
779,6
780,8
781,9
782,16
783,6
784,3
785,2
786,11
787,8
788,15
789,15
790,7
791,11
792,12
793,5
794,5
795,6
796,7
797,9
798,18
799,3
800,5
801,2
802,8
803,4
804,2
805,6
806,6
807,17
808,3
809,15
810,17
811,12
812,14
813,11
814,8
815,7
816,8
817,4
818,9
819,7
820,12
821,7
822,15
823,9
824,7
825,9
826,4
827,3
828,10
829,3
830,13
831,21
832,6
833,8
834,4
835,10
836,4
837,2
838,17
839,7
840,1
841,3
842,8
843,8
844,20
845,2
846,4
847,9
848,10
849,1
850,5
851,2
852,5
853,1
854,10
855,13
856,2
857,4
858,8
859,6
860,7
861,15
862,5
863,10
864,11
865,7
866,11
867,1
868,25
869,6
870,5
871,3
872,12
873,1
874,8
875,12
876,1
877,7
878,2
879,3
880,9
881,5
882,3
883,8
884,16
885,3
886,1
887,6
888,1
889,17
890,5
891,6
892,6
893,24
894,11
895,5
896,7
897,9
898,11
899,13
900,7
901,1
902,7
903,4
904,3
905,16
906,18
907,5
908,6
909,2
910,2
911,3
912,17
913,5
914,5
915,5
916,2
917,6
918,6
919,6
920,4
921,4
922,12
923,5
924,9
925,13
926,8
927,4
928,13
929,5
930,3
931,3
932,20
933,3
934,9
935,12
936,8
937,8
938,3
939,7
940,5
941,10
942,2
943,3
944,12
945,4
946,5
947,4
948,2
949,3
950,3
951,13
952,2
953,6
954,1
955,5
956,3
957,7
958,3
959,1
960,14
961,2
962,4
963,15
964,2
965,3
966,15
967,13
968,5
969,12
970,11
971,7
972,12
973,8
974,2
975,21
976,3
977,6
978,6
979,21
980,12
981,10
982,12
983,2
984,6
985,15
986,6
987,4
988,13
989,12
990,9
991,35
992,17
993,18
994,9
995,6
996,15
997,4
998,19
999,18
1000,3
1001,24
1002,2
1003,6
1004,6
1005,34
1006,10
1007,17
1008,6
1009,8
1010,14
1011,9
1012,18
1013,6
1014,42
1015,8
1016,18
1017,9
1018,24
1019,10
1020,40
1021,5
1022,11
1023,8
1024,19
1025,7
1026,9
1027,11
1028,10
1029,13
1030,25
1031,10
1032,13
1033,15
1034,8
1035,23
1036,26
1037,16
1038,15
1039,14
1040,14
1041,5
1042,18
1043,17
1044,23
1045,5
1046,23
1047,23
1048,13
1049,20
1050,6
1051,4
1052,12
1053,8
1054,4
1055,15
1056,16
1057,7
1058,10
1059,2
1060,22
1061,3
1062,20
1063,5
1064,3
1065,13
1066,25
1067,16
1068,11
1069,4
1070,16
1071,1
1072,13
1073,1
1074,1
1075,15
1076,6
1077,21
1078,18
1079,1
1080,9
1081,27
1082,10
1083,7
1084,11
1085,9
1086,1
1087,2
1088,16
1089,5
1090,18
1091,24
1092,2
1093,4
1094,10
1095,18
1096,3
1097,22
1098,6
1099,7
1100,7
1101,3
1102,21
1103,7
1104,9
1105,12
1106,11
1107,27
1108,20
1109,26
1110,17
1111,16
1112,19
1113,4
1114,3
1115,12
1116,11
1117,14
1118,13
1119,15
1120,11
1121,19
1122,4
1123,4
1124,2
1125,9
1126,3
1127,1
1128,16
1129,1
1130,8
1131,3
1132,4
1133,14
1134,5
1135,15
1136,8
1137,1
1138,6
1139,12
1140,16
1141,11
1142,5
1143,8
1144,23
1145,4
1146,10
1147,2
1148,12
1149,15
1150,11
1151,4
1152,11
1153,8
1154,11
1155,14
1156,12
1157,1
1158,8
1159,15
1160,10
1161,10
1162,7
1163,10
1164,7
1165,1
1166,4
1167,11
1168,17
1169,12
1170,2
1171,5
1172,14
1173,8
1174,9
1175,6
1176,3
1177,6
1178,7
1179,14
1180,14
1181,8
1182,4
1183,9
1184,21
1185,13
1186,13
1187,8
1188,9
1189,17
1190,19
1191,3
1192,5
1193,2
1194,19
1195,16
1196,19
1197,6
1198,22
1199,3
1200,16
1201,7
1202,8
1203,2
1204,28
1205,8
1206,23
1207,2
1208,2
1209,10
1210,16
1211,19
1212,16
1213,20
1214,7
1215,16
1216,1
1217,14
1218,3
1219,4
1220,1
1221,10
1222,19
1223,15
1224,6
1225,14
1226,13
1227,1
1228,7
1229,2
1230,5
1231,16
1232,1
1233,4
1234,6
1235,10
1236,20
1237,17
1238,12
1239,4
1240,17
1241,3
1242,34
1243,7
1244,2
1245,9
1246,8
1247,6
1248,8
1249,27
1250,26
1251,29
1252,25
1253,26
1254,26
1255,2
1256,18
1257,27
1258,1
1259,1
1260,12
1261,5
1262,2
1263,7
1264,30
1265,53
1266,3
1267,17
1268,8
1269,8
1270,15
1271,2
1272,5
1273,11
1274,5
1275,5
1276,8
1277,7
1278,7
1279,1
1280,2
1281,12
1282,5
1283,27
1284,11
1285,9
1286,10
1287,12
1288,11
1289,4
1290,6
1291,11
1292,6
1293,27
1294,14
1295,21
1296,1
1297,18
1298,16
1299,2
1300,2
1301,20
1302,4
1303,34
1304,5
1305,33
1306,11
1307,23
1308,7
1309,5
1310,11
1311,21
1312,15
1313,6
1314,3
1315,16
1316,13
1317,13
1318,12
1319,13
1320,7
1321,1
1322,7
1323,14
1324,18
1325,14
1326,1
1327,7
1328,6
1329,14
1330,9
1331,10
1332,14
1333,2
1334,14
1335,10
1336,3
1337,12
1338,8
1339,12
1340,6
1341,13
1342,20
1343,14
1344,15
1345,11
1346,25
1347,5
1348,18
1349,4
1350,13
1351,32
1352,1
1353,11
1354,12
1355,3
1356,13
1357,6
1358,26
1359,1
1360,19
1361,4
1362,11
1363,52
1364,3
1365,25
1366,7
1367,15
1368,8
1369,8
1370,12
1371,11
1372,30
1373,1
1374,7
1375,5
1376,22
1377,4
1378,1
1379,16
1380,2
1381,2
1382,10
1383,2
1384,9
1385,9
1386,16
1387,3
1388,19
1389,15
1390,5
1391,12
1392,14
1393,12
1394,22
1395,12
1396,15
1397,15
1398,4
1399,2
1400,10
1401,2
1402,4
1403,16
1404,7
1405,14
1406,6
1407,19
1408,10
1409,1
1410,14
1411,13
1412,6
1413,2
1414,7
1415,13
1416,11
1417,9
1418,8
1419,16
1420,3
1421,10
1422,6
1423,29
1424,3
1425,11
1426,4
1427,11
1428,20
1429,12
1430,23
1431,17
1432,12
1433,10
1434,2
1435,11
1436,14
1437,12
1438,1
1439,12
1440,1
1441,1
1442,14
1443,13
1444,1
1445,2
1446,21
1447,2
1448,5
1449,12
1450,24
1451,1
1452,24
1453,11
1454,4
1455,5
1456,1
1457,3
1458,22
1459,16
1460,2
1461,11
1462,22
1463,2
1464,11
1465,10
1466,3
1467,22
1468,7
1469,5
1470,11
1471,3
1472,9
1473,16
1474,5
1475,6
1476,13
1477,4
1478,16
1479,36
1480,19
1481,29
1482,8
1483,33
1484,8
1485,14
1486,11
1487,26
1488,24
1489,7
1490,6
1491,3
1492,1
1493,5
1494,11
1495,4
1496,19
1497,8
1498,6
1499,10
1500,4
1501,1
1502,15
1503,1
1504,15
1505,16
1506,5
1507,10
1508,2
1509,10
1510,29
1511,12
1512,5
1513,14
1514,1
1515,8
1516,6
1517,6
1518,9
1519,3
1520,5
1521,13
1522,13
1523,4
1524,13
1525,1
1526,8
1527,12
1528,18
1529,8
1530,10
1531,5
1532,13
1533,18
1534,14
1535,20
1536,4
1537,17
1538,11
1539,26
1540,15
1541,5
1542,1
1543,1
1544,3
1545,10
1546,8
1547,19
1548,1
1549,28
1550,20
1551,1
1552,15
1553,17
1554,13
1555,19
1556,10
1557,9
1558,21
1559,3
1560,5
1561,1
1562,4
1563,13
1564,9
1565,14
1566,10
1567,10
1568,17
1569,14
1570,3
1571,5
1572,18
1573,18
1574,2
1575,9
1576,10
1577,16
1578,21
1579,16
1580,25
1581,1
1582,2
1583,18
1584,11
1585,28
1586,10
1587,1
1588,1
1589,18
1590,13
1591,4
1592,15
1593,2
1594,1
1595,17
1596,5
1597,3
1598,26
1599,2
1600,23
1601,6
1602,10
1603,11
1604,2
1605,20
1606,6
1607,6
1608,3
1609,1
1610,9
1611,20
1612,9
1613,7
1614,5
1615,14
1616,24
1617,3
1618,11
1619,16
1620,4
1621,3
1622,8
1623,10
1624,1
1625,9
1626,6
1627,4
1628,3
1629,2
1630,7
1631,1
1632,5
1633,4
1634,14
1635,13
1636,1
1637,4
1638,13
1639,11
1640,10
1641,8
1642,8
1643,4
1644,2
1645,7
1646,9
1647,1
1648,6
1649,4
1650,13
1651,6
1652,20
1653,18
1654,1
1655,10
1656,9
1657,7
1658,4
1659,12
1660,8
1661,8
1662,10
1663,18
1664,1
1665,8
1666,9
1667,7
1668,8
1669,4
1670,1
1671,11
1672,2
1673,13
1674,8
1675,14
1676,11
1677,8
1678,21
1679,29
1680,24
1681,4
1682,1
1683,5
1684,11
1685,8
1686,6
1687,9
1688,4
1689,5
1690,22
1691,13
1692,9
1693,18
1694,17
1695,3
1696,15
1697,4
1698,3
1699,11
1700,8
1701,22
1702,5
1703,4
1704,6
1705,15
1706,12
1707,16
1708,13
1709,8
1710,4
1711,10
1712,12
1713,8
1714,16
1715,3
1716,7
1717,6
1718,6
1719,10
1720,4
1721,10
1722,10
1723,15
1724,19
1725,16
1726,8
1727,4
1728,3
1729,19
1730,19
1731,8
1732,10
1733,7
1734,11
1735,6
1736,22
1737,15
1738,3
1739,16
1740,3
1741,5
1742,7
1743,1
1744,6
1745,7
1746,12
1747,9
1748,12
1749,20
1750,7
1751,7
1752,9
1753,5
1754,18
1755,18
1756,9
1757,5
1758,4
1759,14
1760,37
1761,5
1762,22
1763,6
1764,13
1765,19
1766,7
1767,4
1768,29
1769,1
1770,3
1771,15
1772,22
1773,3
1774,22
1775,7
1776,17
1777,12
1778,13
1779,8
1780,14
1781,4
1782,12
1783,9
1784,7
1785,17
1786,12
1787,18
1788,11
1789,15
1790,7
1791,1
1792,21
1793,17
1794,10
1795,16
1796,3
1797,8
1798,10
1799,10
1800,9
1801,12
1802,2
1803,12
1804,8
1805,30
1806,11
1807,1
1808,7
1809,5
1810,7
1811,8
1812,7
1813,5
1814,2
1815,10
1816,4
1817,7
1818,4
1819,9
1820,14
1821,10
1822,17
1823,8
1824,11
1825,12
1826,6
1827,5
1828,15
1829,11
1830,13
1831,1
1832,10
1833,9
1834,7
1835,13
1836,11
1837,2
1838,12
1839,11
1840,4
1841,13
1842,1
1843,17
1844,2
1845,6
1846,2
1847,14
1848,10
1849,2
1850,8
1851,7
1852,8
1853,5
1854,9
1855,22
1856,8
1857,10
1858,54
1859,5
1860,16
1861,3
1862,23
1863,5
1864,8
1865,13
1866,6
1867,20
1868,4
1869,4
1870,13
1871,12
1872,6
1873,12
1874,21
1875,6
1876,6
1877,7
1878,5
1879,22
1880,9
1881,11
1882,6
1883,13
1884,3
1885,10
1886,10
1887,7
1888,12
1889,3
1890,13
1891,1
1892,3
1893,2
1894,7
1895,22
1896,4
1897,5
1898,12
1899,4
1900,3
1901,13
1902,28
1903,2
1904,1
1905,7
1906,14
1907,7
1908,6
1909,4
1910,13
1911,12
1912,15
1913,6
1914,14
1915,2
1916,2
1917,8
1918,26
1919,19
1920,8
1921,11
1922,6
1923,7
1924,10
1925,20
1926,20
1927,10
1928,17
1929,5
1930,12
1931,9
1932,1
1933,6
1934,15
1935,4
1936,19
1937,24
1938,8
1939,10
1940,14
1941,7
1942,12
1943,3
1944,3
1945,10
1946,6
1947,10
1948,11
1949,3
1950,25
1951,8
1952,5
1953,1
1954,17
1955,6
1956,16
1957,20
1958,1
1959,11
1960,2
1961,3
1962,16
1963,10
1964,19
1965,18
1966,6
1967,4
1968,3
1969,18
1970,9
1971,7
1972,9
1973,14
1974,2
1975,16
1976,21
1977,12
1978,17
1979,12
1980,11
1981,26
1982,10
1983,4
1984,1
1985,9
1986,2
1987,4
1988,12
1989,3
1990,10
1991,27
1992,4
1993,5
1994,9
1995,9
1996,8
1997,5
1998,6
1999,29
2000,7
2001,7
2002,15
2003,5
2004,2
2005,8
2006,12
2007,4
2008,12
2009,11
2010,31
2011,14
2012,7
2013,12
2014,15
2015,11
2016,6
2017,12
2018,25
2019,25
2020,15
2021,11
2022,1
2023,1
2024,9
2025,29
2026,20
2027,4
2028,3
2029,10
2030,21
2031,5
2032,14
2033,32
2034,21
2035,6
2036,2
2037,12
2038,28
2039,19
2040,6
2041,12
2042,20
2043,1
2044,24
2045,21
2046,11
2047,10
2048,12
2049,10
2050,12
2051,5
2052,21
2053,1
2054,4
2055,10
2056,15
2057,7
2058,3
2059,7
2060,36
2061,28
2062,9
2063,8
2064,4
2065,11
2066,1
2067,29
2068,20
2069,21
2070,20
2071,9
2072,22
2073,7
2074,10
2075,7
2076,17
2077,9
2078,9
2079,4
2080,29
2081,14
2082,3
2083,4
2084,12
2085,12
2086,4
2087,10
2088,7
2089,14
2090,7
2091,7
2092,1
2093,3
2094,15
2095,25
2096,13
2097,23
2098,12
2099,5
2100,4
2101,8
2102,2
2103,5
2104,17
2105,8
2106,23
2107,12
2108,5
2109,8
2110,12
2111,12
2112,3
2113,23
2114,18
2115,11
2116,9
2117,8
2118,11
2119,5
2120,9
2121,5
2122,3
2123,8
2124,13
2125,7
2126,4
2127,5
2128,5
2129,2
2130,16
2131,7
2132,7
2133,15
2134,24
2135,6
2136,15
2137,2
2138,5
2139,2
2140,9
2141,15
2142,8
2143,10
2144,20
2145,4
2146,14
2147,13
2148,14
2149,19
2150,7
2151,7
2152,9
2153,11
2154,7
2155,1
2156,8
2157,14
2158,11
2159,12
2160,9
2161,6
2162,18
2163,12
2164,11
2165,15
2166,6
2167,6
2168,8
2169,5
2170,14
2171,10
2172,20
2173,7
2174,30
2175,9
2176,14
2177,19
2178,1
2179,16
2180,19
2181,3
2182,15
2183,4
2184,7
2185,6
2186,21
2187,4
2188,8
2189,12
2190,5
2191,16
2192,17
2193,6
2194,22
2195,6
2196,26
2197,3
2198,9
2199,15
2200,22
2201,7
2202,18
2203,11
2204,1
2205,16
2206,15
2207,9
2208,20
2209,11
2210,11
2211,5
2212,5
2213,1
2214,4
2215,9
2216,19
2217,4
2218,15
2219,13
2220,7
2221,5
2222,14
2223,13
2224,7
2225,9
2226,16
2227,16
2228,14
2229,12
2230,11
2231,25
2232,25
2233,11
2234,14
2235,13
2236,5
2237,15
2238,8
2239,8
2240,45
2241,26
2242,6
2243,5
2244,26
2245,2
2246,12
2247,13
2248,1
2249,19
2250,19
2251,19
2252,11
2253,9
2254,8
2255,1
2256,16
2257,21
2258,3
2259,17
2260,1
2261,11
2262,6
2263,7
2264,7
2265,11
2266,2
2267,2
2268,6
2269,12
2270,2
2271,6
2272,5
2273,2
2274,6
2275,3
2276,9
2277,5
2278,12
2279,9
2280,13
2281,9
2282,9
2283,21
2284,18
2285,12
2286,7
2287,22
2288,1
2289,10
2290,7
2291,1
2292,14
2293,21
2294,19
2295,35
2296,10
2297,3
2298,15
2299,16
2300,17
2301,12
2302,11
2303,5
2304,12
2305,2
2306,4
2307,1
2308,7
2309,1
2310,2
2311,1
2312,2
2313,8
2314,2
2315,17
2316,7
2317,20
2318,5
2319,11
2320,24
2321,9
2322,12
2323,16
2324,25
2325,11
2326,6
2327,17
2328,2
2329,10
2330,5
2331,13
2332,22
2333,22
2334,8
2335,7
2336,24
2337,2
2338,11
2339,7
2340,18
2341,27
2342,6
2343,20
2344,20
2345,9
2346,3
2347,1
2348,8
2349,5
2350,23
2351,4
2352,2
2353,26
2354,5
2355,14
2356,6
2357,27
2358,10
2359,10
2360,8
2361,2
2362,6
2363,3
2364,6
2365,3
2366,19
2367,6
2368,5
2369,23
2370,5
2371,3
2372,4
2373,18
2374,31
2375,9
2376,11
2377,11
2378,28
2379,4
2380,4
2381,7
2382,12
2383,29
2384,8
2385,9
2386,1
2387,2
2388,5
2389,6
2390,14
2391,14
2392,2
2393,5
2394,3
2395,13
2396,10
2397,9
2398,14
2399,3
2400,3
2401,9
2402,7
2403,3
2404,21
2405,5
2406,9
2407,9
2408,7
2409,11
2410,12
2411,14
2412,5
2413,33
2414,4
2415,4
2416,13
2417,22
2418,20
2419,11
2420,28
2421,8
2422,14
2423,9
2424,4
2425,4
2426,3
2427,7
2428,11
2429,11
2430,8
2431,10
2432,9
2433,12
2434,6
2435,22
2436,2
2437,11
2438,4
2439,6
2440,14
2441,7
2442,14
2443,7
2444,3
2445,1
2446,10
2447,8
2448,24
2449,13
2450,3
2451,3
2452,28
2453,11
2454,8
2455,22
2456,24
2457,26
2458,8
2459,12
2460,24
2461,19
2462,8
2463,24
2464,29
2465,7
2466,11
2467,5
2468,2
2469,4
2470,5
2471,27
2472,9
2473,4
2474,29
2475,5
2476,12
2477,11
2478,18
2479,10
2480,7
2481,16
2482,3
2483,10
2484,13
2485,7
2486,28
2487,1
2488,9
2489,14
2490,3
2491,14
2492,19
2493,6
2494,25
2495,6
2496,1
2497,6
2498,10
2499,5
2500,15
2501,8
2502,7
2503,31
2504,3
2505,25
2506,10
2507,6
2508,7
2509,5
2510,13
2511,7
2512,8
2513,12
2514,5
2515,5
2516,14
2517,14
2518,4
2519,13
2520,7
2521,14
2522,4
2523,32
2524,14
2525,22
2526,14
2527,17
2528,12
2529,34
2530,5
2531,24
2532,19
2533,22
2534,25
2535,9
2536,3
2537,37
2538,3
2539,19
2540,7
2541,4
2542,10
2543,4
2544,1
2545,20
2546,2
2547,18
2548,6
2549,6
2550,3
2551,26
2552,10
2553,12
2554,16
2555,22
2556,12
2557,5
2558,4
2559,14
2560,1
2561,12
2562,15
2563,2
2564,6
2565,17
2566,23
2567,3
2568,24
2569,14
2570,6
2571,7
2572,11
2573,20
2574,21
2575,25
2576,5
2577,2
2578,6
2579,1
2580,14
2581,3
2582,6
2583,3
2584,14
2585,19
2586,10
2587,19
2588,44
2589,1
2590,1
2591,2
2592,34
2593,30
2594,13
2595,3
2596,11
2597,22
2598,4
2599,1
2600,14
2601,3
2602,5
2603,7
2604,43
2605,2
2606,8
2607,2
2608,6
2609,10
2610,10
2611,8
2612,5
2613,8
2614,3
2615,12
2616,2
2617,4
2618,9
2619,9
2620,11
2621,13
2622,7
2623,15
2624,15
2625,4
2626,7
2627,14
2628,12
2629,11
2630,4
2631,8
2632,4
2633,15
2634,5
2635,9
2636,5
2637,3
2638,1
2639,9
2640,3
2641,6
2642,14
2643,19
2644,3
2645,17
2646,15
2647,5
2648,13
2649,17
2650,3
2651,5
2652,12
2653,7
2654,21
2655,1
2656,5
2657,3
2658,10
2659,8
2660,6
2661,2
2662,13
2663,14
2664,6
2665,17
2666,5
2667,1
2668,29
2669,31
2670,23
2671,3
2672,11
2673,7
2674,14
2675,2
2676,15
2677,1
2678,11
2679,12
2680,16
2681,8
2682,4
2683,9
2684,10
2685,16
2686,14
2687,10
2688,16
2689,11
2690,7
2691,7
2692,3
2693,1
2694,1
2695,9
2696,16
2697,14
2698,7
2699,3
2700,5
2701,1
2702,16
2703,25
2704,8
2705,6
2706,4
2707,8
2708,9
2709,8
2710,15
2711,2
2712,14
2713,3
2714,24
2715,14
2716,5
2717,7
2718,9
2719,2
2720,16
2721,12
2722,6
2723,15
2724,12
2725,8
2726,26
2727,24
2728,3
2729,5
2730,11
2731,3
2732,1
2733,14
2734,16
2735,15
2736,16
2737,21
2738,24
2739,20
2740,17
2741,10
2742,19
2743,2
2744,6
2745,24
2746,7
2747,10
2748,5
2749,5
2750,17
2751,19
2752,33
2753,7
2754,6
2755,22
2756,5
2757,3
2758,41
2759,2
2760,18
2761,15
2762,6
2763,4
2764,21
2765,6
2766,8
2767,7
2768,4
2769,10
2770,20
2771,5
2772,11
2773,12
2774,5
2775,21
2776,9
2777,27
2778,13
2779,25
2780,17
2781,1
2782,14
2783,13
2784,14
2785,1
2786,12
2787,4
2788,6
2789,22
2790,11
2791,6
2792,8
2793,9
2794,15
2795,21
2796,17
2797,7
2798,7
2799,15
2800,11
2801,18
2802,8
2803,9
2804,3
2805,18
2806,5
2807,10
2808,11
2809,5
2810,3
2811,20
2812,10
2813,9
2814,1
2815,7
2816,2
2817,8
2818,20
2819,8
2820,5
2821,11
2822,7
2823,4
2824,8
2825,3
2826,17
2827,3
2828,3
2829,16
2830,4
2831,20
2832,6
2833,36
2834,3
2835,4
2836,16
2837,6
2838,11
2839,18
2840,3
2841,17
2842,5
2843,4
2844,4
2845,20
2846,6
2847,20
2848,3
2849,20
2850,20
2851,4
2852,15
2853,4
2854,5
2855,12
2856,6
2857,17
2858,7
2859,7
2860,12
2861,20
2862,3
2863,11
2864,34
2865,11
2866,7
2867,7
2868,6
2869,19
2870,2
2871,17
2872,6
2873,20
2874,8
2875,7
2876,5
2877,13
2878,8
2879,4
2880,8
2881,14
2882,11
2883,16
2884,4
2885,15
2886,22
2887,7
2888,19
2889,1
2890,7
2891,17
2892,30
2893,11
2894,23
2895,4
2896,20
2897,7
2898,8
2899,21
2900,3
2901,7
2902,6
2903,4
2904,19
2905,27
2906,20
2907,2
2908,5
2909,12
2910,8
2911,3
2912,5
2913,1
2914,9
2915,2
2916,14
2917,10
2918,13
2919,14
2920,4
2921,3
2922,2
2923,17
2924,19
2925,5
2926,4
2927,15
2928,10
2929,3
2930,8
2931,9
2932,9
2933,3
2934,4
2935,14
2936,6
2937,17
2938,7
2939,7
2940,23
2941,3
2942,10
2943,5
2944,3
2945,13
2946,10
2947,23
2948,18
2949,4
2950,4
2951,11
2952,22
2953,16
2954,5
2955,4
2956,4
2957,8
2958,14
2959,34
2960,2
2961,19
2962,6
2963,11
2964,18
2965,19
2966,5
2967,16
2968,10
2969,20
2970,6
2971,6
2972,18
2973,22
2974,7
2975,5
2976,5
2977,5
2978,22
2979,11
2980,11
2981,39
2982,13
2983,24
2984,14
2985,20
2986,9
2987,19
2988,2
2989,9
2990,23
2991,8
2992,18
2993,5
2994,8
2995,1
2996,28
2997,1
2998,13
